	url	title	description	price	District	m2	Data dodania	Na sprzedaż przez	Rodzaj nieruchomości	Liczba pokoi	Liczba łazienek
21	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/wola/nowe-gotowe-wykonczone-klima-widok-na-centrum/10010659361221012115990009	Nowe GOTOWE WYKOŃCZONE klima widok na centrum 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28705</i><br/><br/><br/>	419000.0	Wola	31	06/03/2022	Agencja	Mieszkanie	2 pokoje	
22	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ochota/gotowe-urzadzone-z-klimatyzacja-i-recepcja-okazja/10010659358271012115990009	Gotowe urządzone z klimatyzacją i recepcją OKAZJA 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28690</i><br/><br/><br/>	313000.0	Ochota	23	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
23	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/bialoleka/piekny-3-pokojowy-apartament%252Bduzy-taras-nowodwory/10010659330831012115990009	Piękny 3 pokojowy Apartament+Duży Taras_Nowodwory 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28686</i><br/><br/><br/>	690000.0	Białołęka	59	06/03/2022	Agencja	Mieszkanie	3 pokoje	
24	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-pod-wynajem-0/10010659368141012115990009	Lokal idealny pod wynajem 0% 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28677</i><br/><br/><br/>	239000.0	Ursynów	18	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
25	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-pod-wynajem-0/10010659358321012115990009	Lokal idealny pod wynajem 0% 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28676</i><br/><br/><br/>	414000.0	Ursynów	32	06/03/2022	Agencja	Mieszkanie	2 pokoje	
26	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/kawalerka-na-start-lub-inwestycja-na-wynajem/10010659361281012115990009	Kawalerka NA START lub inwestycja na WYNAJEM 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28675</i><br/><br/><br/>	289000.0	Ursus	26	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
27	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-na-biuro-sklep-restauracje/10010659358331012115990009	Lokal idealny na biuro / sklep restaurację 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28674</i><br/><br/><br/>	480000.0	Ursynów	34	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
28	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-na-biuro-sklep-restauracje/10010659330851012115990009	Lokal idealny na biuro / sklep restaurację 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28673</i><br/><br/><br/>	713000.0	Ursynów	53	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
29	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-na-biuro-sklep-restauracje/10010659358341012115990009	Lokal idealny na biuro / sklep restaurację 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28672</i><br/><br/><br/>	3040000.0	Ursynów	274	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
30	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-na-biuro-sklep/10010659368171012115990009	Lokal idealny na biuro / sklep 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28671</i><br/><br/><br/>	1998000.0	Ursynów	160	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
31	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-na-biuro-sklep/10010659330861012115990009	Lokal idealny na biuro / sklep 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28670</i><br/><br/><br/>	1460000.0	Ursynów	115	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
32	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-na-biuro-sklep/10010659330871012115990009	Lokal idealny na biuro / sklep 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28669</i><br/><br/><br/>	1263000.0	Ursynów	100	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
33	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-pod-wynajem-0/10010659368181012115990009	Lokal idealny pod wynajem 0% 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28668</i><br/><br/><br/>	239000.0	Ursynów	18	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
34	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-pod-wynajem-0/10010659358351012115990009	Lokal idealny pod wynajem 0% 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28666</i><br/><br/><br/>	624000.0	Ursynów	52	06/03/2022	Agencja	Mieszkanie	3 pokoje	
35	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/lokal-idealny-pod-wynajem-0/10010659358371012115990009	Lokal idealny pod wynajem 0% 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28660</i><br/><br/><br/>	414000.0	Ursynów	32	06/03/2022	Agencja	Mieszkanie	2 pokoje	
36	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/wola/nowe-3-pokoje-wola-blisko-centrum/10010659368221012115990009	Nowe 3 pokoje wola blisko centrum 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28634</i><br/><br/><br/>	750000.0	Wola	68	06/03/2022	Agencja	Mieszkanie	3 pokoje	
37	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/wola/ustawne-2-pokoje-%252B-gadreroba-nowe-osiedle-0/10010659368231012115990009	Ustawne 2 pokoje + gadreroba nowe osiedle 0% 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28633</i><br/><br/><br/>	600000.0	Wola	47	06/03/2022	Agencja	Mieszkanie	2 pokoje	
38	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursus/kawalerka-na-start-lub-inwestycja-na-wynajem/10010659358401012115990009	Kawalerka NA START lub inwestycja na WYNAJEM 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28626</i><br/><br/><br/>	289000.0	Ursus	26	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
39	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/ursynow/roczny-przychod-36-000zl%252Bodlicz-100-000zl-vat/10010659358411012115990009	Roczny przychod 36.000zł+odlicz 100.000zl VAT 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28625</i><br/><br/><br/>	399000.0	Ursynów	29	06/03/2022	Agencja	Mieszkanie	Kawalerka lub garsoniera	
40	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/srodmiescie/apartament-premium-doskonala-relacja-ceny/10010659361301012115990009	Apartament premium. doskonała relacja ceny 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28624</i><br/><br/><br/>	1400000.0	Śródmieście	100	06/03/2022	Agencja	Mieszkanie	4 pokoje	
41	https://www.gumtree.pl/a-mieszkania-i-domy-sprzedam-i-kupie/srodmiescie/apartament-3-pok-budynek-premium/10010659330911012115990009	Apartament 3 pok. budynek Premium 	<br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><i>Numer oferty w biurze: 28622</i><br/><br/><br/>	950000.0	Śródmieście	62	06/03/2022	Agencja	Mieszkanie	3 pokoje	
